Date,Subs,Name,Total,Views,Views Total
2015-07-21,270,Sam and Nia,152953,160731,42089601
2015-07-22,237,Sam and Nia,153223,79328,42250332
2015-07-23,74,Sam and Nia,153460,80040,42329660
2015-07-24,793,Sam and Nia,153534,80902,42409700
2015-07-25,386,Sam and Nia,154327,84380,42490602
2015-07-26,487,Sam and Nia,154713,75346,42574982
2015-07-27,429,Sam and Nia,155200,0,42650328
2015-07-28,357,Sam and Nia,155629,0,42650328
2015-07-29,121,Sam and Nia,155986,177695,42650328
2015-07-30,596,Sam and Nia,156107,0,42828023
2015-07-31,251,Sam and Nia,156703,273872,42828023
2015-08-01,226,Sam and Nia,156954,89690,43101895
2015-08-02,401,Sam and Nia,157180,84002,43191585
2015-08-03,78,Sam and Nia,157581,0,43275587
2015-08-04,325,Sam and Nia,157659,0,43275587
2015-08-05,34630,Sam and Nia,157984,277693,43275587
2015-08-06,53080,Sam and Nia,192614,373097,43553280
2015-08-07,26413,Sam and Nia,245694,4069827,43926377
2015-08-08,15584,Sam and Nia,272107,4585573,47996204
2015-08-09,30563,Sam and Nia,287691,2528917,52581777
2015-08-10,15205,Sam and Nia,318254,2150815,55110694
2015-08-11,5762,Sam and Nia,333459,4881685,57261509
2015-08-12,3980,Sam and Nia,339221,1788029,62143194
2015-08-13,3740,Sam and Nia,343201,935720,63931223
2015-08-14,2891,Sam and Nia,346941,924915,64866943
2015-08-15,2558,Sam and Nia,349832,739989,65791858
2015-08-16,2292,Sam and Nia,352390,578199,66531847
2015-08-17,2391,Sam and Nia,354682,0,67110046
2015-08-18,1833,Sam and Nia,357073,1188331,67110046
2015-08-19,1235,Sam and Nia,358906,568592,68298377
2015-08-20,1354,Sam and Nia,360141,471214,68866969
2015-08-21,-487,Sam and Nia,361495,376080,69338183
2015-08-22,201,Sam and Nia,361008,688113,69714263
2015-08-23,690,Sam and Nia,361209,936786,70402376
2015-08-24,659,Sam and Nia,361899,0,71339162
2015-08-25,-164,Sam and Nia,362558,1181893,71339162
2015-08-26,1106,Sam and Nia,362394,594057,72521055
2015-08-27,593,Sam and Nia,363500,552677,73115112
2015-08-28,522,Sam and Nia,364093,360713,73667789
2015-08-29,655,Sam and Nia,364615,270128,74028502
2015-08-30,375,Sam and Nia,365270,264658,74298630
2015-08-31,-39,Sam and Nia,365645,233493,74563288
2015-09-01,653,Sam and Nia,365606,165434,74796781
2015-09-02,283,Sam and Nia,366259,211307,74962215
2015-09-03,262,Sam and Nia,366542,193048,75173522
2015-09-04,356,Sam and Nia,366804,185801,75366570
2015-09-05,323,Sam and Nia,367160,183338,75552371
2015-09-06,359,Sam and Nia,367483,198892,75735709
2015-09-07,704,Sam and Nia,367842,0,75934601
2015-09-08,530,Sam and Nia,368546,387254,75934601
2015-09-09,606,Sam and Nia,369076,152815,76321855
2015-09-10,261,Sam and Nia,369682,143310,76474670
2015-09-11,327,Sam and Nia,369943,142339,76617980
2015-09-12,328,Sam and Nia,370270,146600,76760319
2015-09-13,215,Sam and Nia,370598,220009,76906919
2015-09-14,226,Sam and Nia,370813,183316,77126928
2015-09-15,178,Sam and Nia,371039,131062,77310244
2015-09-16,169,Sam and Nia,371217,127884,77441306
2015-09-17,279,Sam and Nia,371386,116506,77569190
2015-09-18,193,Sam and Nia,371665,112328,77685696
2015-09-19,1328,Sam and Nia,371858,127878,77798024
2015-09-20,1135,Sam and Nia,373186,142344,77925902
2015-09-21,216,Sam and Nia,374321,288471,78068246
2015-12-09,2922,DramaAlert,674981,767958,82124382
2015-12-10,2126,DramaAlert,677903,677001,82892340
2015-12-11,4009,DramaAlert,680029,385065,83569341
2015-12-12,4280,DramaAlert,684038,474056,83954406
2015-12-13,3825,DramaAlert,688318,485719,84428462
2015-12-14,2278,DramaAlert,692143,0,84914181
2015-12-15,3906,DramaAlert,694421,367260,84914181
2015-12-16,4017,DramaAlert,698327,830302,85281441
2015-12-17,3844,DramaAlert,702344,592686,86111743
2015-12-18,3595,DramaAlert,706188,637822,86704429
2015-12-19,2977,DramaAlert,709783,339154,87342251
2015-12-20,10361,DramaAlert,712760,560180,87681405
2015-12-21,8952,DramaAlert,723121,0,88241585
2015-12-22,8789,DramaAlert,732073,1286017,88241585
2015-12-23,8832,DramaAlert,740862,483198,89527602
2015-12-24,5937,DramaAlert,749694,701787,90010800
2015-12-25,5490,DramaAlert,755631,768311,90712587
2015-12-26,4819,DramaAlert,761121,382910,91480898
2015-12-27,4888,DramaAlert,765940,635621,91863808
2015-12-28,5328,DramaAlert,770828,0,92499429
2015-12-29,5887,DramaAlert,776156,980155,92499429
2015-12-30,4281,DramaAlert,782043,694849,93479584
2015-12-31,6429,DramaAlert,786324,784236,94174433
2016-01-01,5433,DramaAlert,792753,695244,94958669
2016-01-02,6178,DramaAlert,798186,831650,95653913
2016-01-03,7890,DramaAlert,804364,795877,96485563
2016-01-04,5463,DramaAlert,812254,765615,97281440
2016-01-05,4636,DramaAlert,817717,742178,98047055
2016-01-06,3348,DramaAlert,822353,663620,98789233
2016-01-07,1913,DramaAlert,825701,605403,99452853
2016-01-08,-521,DramaAlert,827614,500104,100058256
2016-01-09,5860,DramaAlert,827093,266840,100558360
2016-01-10,4799,DramaAlert,832953,990602,100825200
2016-01-11,6659,DramaAlert,837752,0,101815802
2016-01-12,6333,DramaAlert,844411,1627589,101815802
2016-01-13,6245,DramaAlert,850744,835046,103443391
2016-01-14,5404,DramaAlert,856989,909124,104278437
2016-01-15,7554,DramaAlert,862393,873872,105187561
2016-01-16,6629,DramaAlert,869947,836956,106061433
2016-01-17,9326,DramaAlert,876576,0,106898389
2016-01-18,6056,DramaAlert,885902,2113743,106898389
2016-01-19,7181,DramaAlert,891958,958529,109012132
2016-01-20,4277,DramaAlert,899139,777321,109970661
2016-01-21,4461,DramaAlert,903416,659845,110747982
2016-01-22,4918,DramaAlert,907877,692702,111407827
2016-01-23,3148,DramaAlert,912795,662042,112100529
2016-01-24,3553,DramaAlert,915943,522221,112762571
2016-01-25,3376,DramaAlert,919496,-4027,113284792
2016-01-26,2657,DramaAlert,922872,606921,113280765
2016-01-27,3471,DramaAlert,925529,422148,113887686
2016-01-28,2217,DramaAlert,929000,375200,114309834
2016-01-29,3224,DramaAlert,931217,272552,114685034
2016-01-30,8077,DramaAlert,934441,422361,114957586
2016-01-31,7054,DramaAlert,942518,682487,115379947
2016-02-01,4799,DramaAlert,949572,0,116062434
2016-02-02,4135,DramaAlert,954371,489303,116062434
2016-02-03,3848,DramaAlert,958506,755290,116551737
2016-02-04,3446,DramaAlert,962354,500253,117307027
2016-02-05,3867,DramaAlert,965800,486448,117807280
2016-02-06,4611,DramaAlert,969667,601680,118293728
2016-02-07,4642,DramaAlert,974278,658848,118895408
2016-02-08,8342,DramaAlert,978920,0,119554256
2016-02-09,8091,DramaAlert,987262,1331137,119554256
2015-12-31,9283,The Fine Bros,13838541,4259824,3703295563
2016-01-01,11557,The Fine Bros,13847824,4444981,3707555387
2016-01-02,9290,The Fine Bros,13859381,5286914,3712000368
2016-01-03,12023,The Fine Bros,13868671,5118404,3717287282
2016-01-04,8959,The Fine Bros,13880694,5049503,3722405686
2016-01-05,8368,The Fine Bros,13889653,4307410,3727455189
2016-01-06,7801,The Fine Bros,13898021,3766777,3731762599
2016-01-07,12632,The Fine Bros,13905822,3319076,3735529376
2016-01-08,10346,The Fine Bros,13918454,3933458,3738848452
2016-01-09,9870,The Fine Bros,13928800,3787808,3742781910
2016-01-10,8876,The Fine Bros,13938670,4086796,3746569718
2016-01-11,9743,The Fine Bros,13947546,0,3750656514
2016-01-12,6734,The Fine Bros,13957289,8496929,3750656514
2016-01-13,7170,The Fine Bros,13964023,3047501,3759153443
2016-01-14,9489,The Fine Bros,13971193,2829756,3762200944
2016-01-15,8688,The Fine Bros,13980682,4045714,3765030700
2016-01-16,8853,The Fine Bros,13989370,3893388,3769076414
2016-01-17,10995,The Fine Bros,13998223,4215577,3772969802
2016-01-18,6901,The Fine Bros,14009218,5060435,3777185379
2016-01-19,6669,The Fine Bros,14016119,4358988,3782245814
2016-01-20,5965,The Fine Bros,14022788,3271340,3786604802
2016-01-21,7837,The Fine Bros,14028753,3029185,3789876142
2016-01-22,8089,The Fine Bros,14036590,3579910,3792905327
2016-01-23,9025,The Fine Bros,14044679,3592367,3796485237
2016-01-24,8364,The Fine Bros,14053704,4125370,3800077604
2016-01-25,9946,The Fine Bros,14062068,-15488,3804202974
2016-01-26,8094,The Fine Bros,14072014,8762356,3804187486
2016-01-27,-275,The Fine Bros,14080108,3653175,3812949842
2016-01-28,-1082,The Fine Bros,14079833,3360554,3816603017
2016-01-29,-9629,The Fine Bros,14078751,3909758,3819963571
2016-01-30,-115091,The Fine Bros,14069122,3694662,3823873329
2016-01-31,-142606,The Fine Bros,13954031,4128883,3827567991
2016-02-01,-95088,The Fine Bros,13811425,0,3831696874
2016-02-02,-39073,The Fine Bros,13716337,8598338,3831696874
2016-02-03,-32997,The Fine Bros,13677264,-10924526,3840295212
2016-02-04,-15401,The Fine Bros,13644267,3351795,3829370686
2016-02-05,-10826,The Fine Bros,13628866,3836396,3832722481
2016-02-06,-16446,The Fine Bros,13618040,3510199,3836558877
2016-02-07,-8552,The Fine Bros,13601594,0,3840069076
2016-02-08,-2733,The Fine Bros,13593042,3587423,3840069076
2016-02-09,-1133,The Fine Bros,13590309,6556870,3843656499
2016-02-10,-5494,The Fine Bros,13589176,2509316,3850213369
2016-02-11,-1093,The Fine Bros,13583682,1077311,3852722685
2016-02-12,510,The Fine Bros,13582589,4141119,3853799996
2016-02-13,-2052,The Fine Bros,13583099,2973360,3857941115
2016-02-14,584,The Fine Bros,13581047,2976353,3860914475
2016-02-15,1040,The Fine Bros,13581631,0,3863890828
2016-02-16,-1871,The Fine Bros,13582671,7160533,3863890828
2016-02-17,-1621,The Fine Bros,13580800,2623484,3871051361
2016-02-18,-254,The Fine Bros,13579179,2340174,3873674845
2016-02-19,741,The Fine Bros,13578925,2757892,3876015019
2016-02-20,-1166,The Fine Bros,13579666,2575361,3878772911
2016-02-21,3643,The Fine Bros,13578500,2660936,3881348272
2016-02-22,5104,The Fine Bros,13582143,0,3884009208
2016-02-23,2703,The Fine Bros,13587247,6337189,3884009208
2016-02-24,-1651,The Fine Bros,13589950,2612547,3890346397
2016-02-25,1704,The Fine Bros,13588299,2111419,3892958944
2016-02-26,-53,The Fine Bros,13590003,2736364,3895070363
2016-02-27,-965,The Fine Bros,13589950,2602824,3897806727
2016-02-28,765,The Fine Bros,13588985,2940287,3900409551
2016-02-29,1037,The Fine Bros,13589750,0,3903349838
2016-01-24,79,Sam Pepper,2315443,285221,199355620
2016-01-25,169,Sam Pepper,2315522,-1036,199640841
2016-01-26,248,Sam Pepper,2315691,388605,199639805
2016-01-27,811,Sam Pepper,2315939,141062,200028410
2016-01-28,315,Sam Pepper,2316750,131295,200169472
2016-01-29,-1298,Sam Pepper,2317065,143847,200300767
2016-01-30,-2343,Sam Pepper,2315767,124174,200444614
2016-01-31,-2048,Sam Pepper,2313424,235689,200568788
2016-02-01,-269,Sam Pepper,2311376,0,200804477
2016-02-02,-1207,Sam Pepper,2311107,358595,200804477
2016-02-03,-342,Sam Pepper,2309900,122533,201163072
2016-02-04,-902,Sam Pepper,2309558,159890,201285605
2016-02-05,-2019,Sam Pepper,2308656,109895,201445495
2016-02-06,-2879,Sam Pepper,2306637,150925,201555390
2016-02-07,-733,Sam Pepper,2303758,170251,201706315
2016-02-08,-102,Sam Pepper,2303025,0,201876566
2016-02-09,-1146,Sam Pepper,2302923,331260,201876566
2016-02-10,-1321,Sam Pepper,2301777,1989780,202207826
2016-02-11,-630,Sam Pepper,2300456,-1766970,204197606
2016-02-12,-1106,Sam Pepper,2299826,127521,202430636
2016-02-13,-218,Sam Pepper,2298720,103406,202558157
2016-02-14,140,Sam Pepper,2298502,176493,202661563
2016-02-15,64,Sam Pepper,2298642,0,202838056
2016-02-16,-1710,Sam Pepper,2298706,279110,202838056
2016-02-17,-345,Sam Pepper,2296996,103150,203117166
2016-02-18,-55,Sam Pepper,2296651,147186,203220316
2016-02-19,17,Sam Pepper,2296596,112710,203367502
2016-02-20,-993,Sam Pepper,2296613,93487,203480212
2016-02-21,-1025,Sam Pepper,2295620,98994,203573699
2016-02-22,2001,Sam Pepper,2294595,0,203672693
2016-02-23,11907,Sam Pepper,2296596,0,203672693
2016-02-24,9642,Sam Pepper,2308503,-203436241,203672693
2016-02-25,8787,Sam Pepper,2318145,309825,236452
2016-02-26,7600,Sam Pepper,2326932,669652,546277
2016-02-27,4707,Sam Pepper,2334532,432166,1215929
2016-02-28,1249,Sam Pepper,2339239,486606,1648095
2016-02-29,-336,Sam Pepper,2340488,0,2134701
2016-03-01,-453,Sam Pepper,2340152,742364,2134701
2016-03-02,-114,Sam Pepper,2339699,218658,2877065
2016-03-03,-341,Sam Pepper,2339585,152975,3095723
2016-03-04,-78,Sam Pepper,2339244,159776,3248698
2016-03-05,-902,Sam Pepper,2339166,154619,3408474
2016-03-06,-1217,Sam Pepper,2338264,129035,3563093
2016-03-07,-1548,Sam Pepper,2337047,0,3692128
2016-03-08,-1338,Sam Pepper,2335499,320869,3692128
2016-03-09,-894,Sam Pepper,2334161,94033,4012997
2016-03-10,-1145,Sam Pepper,2333267,79406,4107030
2016-03-11,-732,Sam Pepper,2332122,97942,4186436
2016-03-12,-655,Sam Pepper,2331390,86260,4284378
2016-03-13,-719,Sam Pepper,2330735,71420,4370638
2016-03-14,-144,Sam Pepper,2330016,0,4442058
2016-03-15,-70,Sam Pepper,2329872,139624,4442058
2016-03-16,-13,Sam Pepper,2329802,38506,4581682
2016-03-17,2,Sam Pepper,2329789,34730,4620188
2016-03-18,-164,Sam Pepper,2329791,33324,4654918
2016-03-19,42,Sam Pepper,2329627,28789,4688242
2016-03-20,94,Sam Pepper,2329669,32191,4717031
2016-03-21,109,Sam Pepper,2329763,38305,4749222
2016-03-22,92,Sam Pepper,2329872,37263,4787527
2016-03-23,-38,Sam Pepper,2329964,31713,4824790
2016-03-24,94,Sam Pepper,2329926,27569,4856503
2016-02-21,12684,LeafyIsHere,1167961,1810584,133762810
2016-02-22,12075,LeafyIsHere,1180645,0,135573394
2016-02-23,8982,LeafyIsHere,1192720,4524061,135573394
2016-02-24,11017,LeafyIsHere,1201702,1755466,140097455
2016-02-25,7694,LeafyIsHere,1212719,1517800,141852921
2016-02-26,9426,LeafyIsHere,1220413,1841379,143370721
2016-02-27,10454,LeafyIsHere,1229839,1506224,145212100
2016-02-28,10778,LeafyIsHere,1240293,1869494,146718324
2016-02-29,7328,LeafyIsHere,1251071,0,148587818
2016-03-01,7035,LeafyIsHere,1258399,3488656,148587818
2016-03-02,6720,LeafyIsHere,1265434,1479222,152076474
2016-03-03,7100,LeafyIsHere,1272154,1499190,153555696
2016-03-04,10696,LeafyIsHere,1279254,1537882,155054886
2016-03-05,12738,LeafyIsHere,1289950,1640796,156592768
2016-03-06,16131,LeafyIsHere,1302688,1945794,158233564
2016-03-07,11619,LeafyIsHere,1318819,0,160179358
2016-03-08,22616,LeafyIsHere,1330438,4303922,160179358
2016-03-09,32689,LeafyIsHere,1353054,1978027,164483280
2016-03-10,10758,LeafyIsHere,1385743,2450947,166461307
2016-03-11,20092,LeafyIsHere,1396501,2728783,168912254
2016-03-12,20185,LeafyIsHere,1416593,2258161,171641037
2016-03-13,21996,LeafyIsHere,1436778,2736494,173899198
2016-03-14,22630,LeafyIsHere,1458774,0,176635692
2016-03-15,18294,LeafyIsHere,1481404,5826862,176635692
2016-03-16,20060,LeafyIsHere,1499698,0,182462554
2016-03-17,14253,LeafyIsHere,1519758,3688558,182462554
2016-03-18,17847,LeafyIsHere,1534011,2778912,186151112
2016-03-19,13294,LeafyIsHere,1551858,2218419,188930024
2016-03-20,16910,LeafyIsHere,1565152,3086981,191148443
2016-03-21,26905,LeafyIsHere,1582062,2858489,194235424
2016-03-22,20206,LeafyIsHere,1608967,3923066,197093913
2016-03-23,18047,LeafyIsHere,1629173,2597577,201016979
2016-03-24,8604,LeafyIsHere,1647220,0,203614556
2016-03-25,8396,LeafyIsHere,1655824,6200291,203614556
2016-03-26,6481,LeafyIsHere,1664220,1688364,209814847
2016-03-27,8034,LeafyIsHere,1670701,0,211503211
2016-03-28,9313,LeafyIsHere,1678735,1386278,211503211
2016-03-29,6077,LeafyIsHere,1688048,1931898,212889489
2016-03-30,14739,LeafyIsHere,1694125,4050419,214821387
2016-03-31,12402,LeafyIsHere,1708864,1972942,218871806
2016-04-01,21806,LeafyIsHere,1721266,2408279,220844748
2016-04-02,25711,LeafyIsHere,1743072,2491447,223253027
2016-04-03,49919,LeafyIsHere,1768783,0,225744474
2016-04-04,40559,LeafyIsHere,1818702,7732799,225744474
2016-04-05,64082,LeafyIsHere,1859261,1620801,233477273
2016-04-06,36282,LeafyIsHere,1923343,3534814,235098074
2016-04-07,36092,LeafyIsHere,1959625,4806695,238632888
2016-04-08,24454,LeafyIsHere,1995717,4084411,243439583
2016-04-09,40362,LeafyIsHere,2020171,3538270,247523994
2016-04-10,29678,LeafyIsHere,2060533,5978624,251062264
2016-04-11,22079,LeafyIsHere,2090211,0,257040888
2016-04-12,19727,LeafyIsHere,2112290,7907274,257040888
2016-04-13,15438,LeafyIsHere,2132017,3091172,264948162
2016-04-14,12881,LeafyIsHere,2147455,2823887,268039334
2016-04-15,16934,LeafyIsHere,2160336,3058804,270863221
2016-04-16,17853,LeafyIsHere,2177270,2803842,273922025
2016-04-17,17566,LeafyIsHere,2195123,3165752,276725867
2016-04-18,17575,LeafyIsHere,2212689,2830721,279891619
2016-04-19,14591,LeafyIsHere,2230264,3278447,282722340
2016-04-20,11426,LeafyIsHere,2244855,2996552,286000787
2016-04-21,9947,LeafyIsHere,2256281,-1421416,288997339
2016-03-11,47,TobyTurner,6380150,180650,1233468836
2016-03-12,112,TobyTurner,6380197,220486,1233649486
2016-03-13,-65,TobyTurner,6380309,266801,1233869972
2016-03-14,546,TobyTurner,6380244,0,1234136773
2016-03-15,-165,TobyTurner,6380790,421735,1234136773
2016-03-16,-149,TobyTurner,6380625,0,1234558508
2016-03-17,-2832,TobyTurner,6380476,369526,1234558508
2016-03-18,-1872,TobyTurner,6377644,195339,1234928034
2016-03-19,20,TobyTurner,6375772,379395,1235123373
2016-03-20,1124,TobyTurner,6375792,342355,1235502768
2016-03-21,3640,TobyTurner,6376916,281051,1235845123
2016-03-22,4711,TobyTurner,6380556,246214,1236126174
2016-03-23,2036,TobyTurner,6385267,436033,1236372388
2016-03-24,1945,TobyTurner,6387303,433645,1236808421
2016-03-25,2235,TobyTurner,6389248,380802,1237242066
2016-03-26,-47,TobyTurner,6391483,0,1237622868
2016-03-27,-118,TobyTurner,6391436,687565,1237622868
2016-03-28,1944,TobyTurner,6391318,0,1238310433
2016-03-29,796,TobyTurner,6393262,240176,1238310433
2016-03-30,-2139,TobyTurner,6394058,438166,1238550609
2016-03-31,323,TobyTurner,6391919,213276,1238988775
2016-04-01,464,TobyTurner,6392242,203106,1239202051
2016-04-02,238,TobyTurner,6392706,223502,1239405157
2016-04-03,25,TobyTurner,6392944,246926,1239628659
2016-04-04,7,TobyTurner,6392969,223405,1239875585
2016-04-05,2409,TobyTurner,6392976,180657,1240098990
2016-04-06,-1878,TobyTurner,6395385,181443,1240279647
2016-04-07,-80,TobyTurner,6393507,181400,1240461090
2016-04-08,-1685,TobyTurner,6393427,184435,1240642490
2016-04-09,-995,TobyTurner,6391742,267635,1240826925
2016-04-10,-1521,TobyTurner,6390747,419839,1241094560
2016-04-11,-171,TobyTurner,6389226,0,1241514399
2016-04-12,-205,TobyTurner,6389055,698901,1241514399
2016-04-13,411,TobyTurner,6388850,-1548655,1242213300
2016-04-14,43,TobyTurner,6389261,289002,1240664645
2016-04-15,325,TobyTurner,6389304,276656,1240953647
2016-04-16,332,TobyTurner,6389629,280169,1241230303
2016-04-17,-17,TobyTurner,6389961,315787,1241510472
2016-04-18,372,TobyTurner,6389944,286048,1241826259
2016-04-19,140,TobyTurner,6390316,210823,1242112307
2016-04-20,66,TobyTurner,6390456,204408,1242323130
2016-04-21,106,TobyTurner,6390522,197250,1242527538
2016-04-22,135,TobyTurner,6390628,190975,1242724788
2016-04-23,20,TobyTurner,6390763,216378,1242915763
2016-04-24,-156,TobyTurner,6390783,255912,1243132141
2016-04-25,-120,TobyTurner,6390627,0,1243388053
2016-04-26,-191,TobyTurner,6390507,383122,1243388053
2016-04-27,-218,TobyTurner,6390316,157809,1243771175
2016-04-28,67,TobyTurner,6390098,154742,1243928984
2016-04-29,127,TobyTurner,6390165,159274,1244083726
2016-04-30,127,TobyTurner,6390292,196783,1244243000
2016-05-01,-138,TobyTurner,6390419,231573,1244439783
2016-05-02,-133,TobyTurner,6390281,236455,1244671356
2016-05-03,151,TobyTurner,6390148,163126,1244907811
2016-05-04,158,TobyTurner,6390299,162659,1245070937
2016-05-05,32,TobyTurner,6390457,167430,1245233596
2016-05-06,102,TobyTurner,6390489,161886,1245401026
2016-05-07,-214,TobyTurner,6390591,182901,1245562912
2016-05-08,6,TobyTurner,6390377,219778,1245745813
2016-05-09,-143,TobyTurner,6390383,185640,1245965591
2016-05-10,-109,TobyTurner,6390240,140877,1246151231
2016-05-11,8,TobyTurner,6390131,142529,1246292108
2016-06-06,1640,TmarTn,3211746,199863,671541932
2016-06-07,1988,TmarTn,3213386,496540,671741795
2016-06-08,1207,TmarTn,3215374,578198,672238335
2016-06-09,1354,TmarTn,3216581,817983,672816533
2016-06-10,1633,TmarTn,3217935,454326,673634516
2016-06-11,2223,TmarTn,3219568,576699,674088842
2016-06-12,3367,TmarTn,3221791,452237,674665541
2016-06-13,13444,TmarTn,3225158,546368,675117778
2016-06-14,3023,TmarTn,3238602,1265145,675664146
2016-06-15,1940,TmarTn,3241625,0,676929291
2016-06-16,2029,TmarTn,3243565,2380640,676929291
2016-06-17,1591,TmarTn,3245594,631866,679309931
2016-06-18,1627,TmarTn,3247185,0,679941797
2016-06-19,1223,TmarTn,3248812,927916,679941797
2016-06-20,1177,TmarTn,3250035,425025,680869713
2016-06-21,1128,TmarTn,3251212,488085,681294738
2016-06-22,872,TmarTn,3252340,443274,681782823
2016-06-23,895,TmarTn,3253212,389686,682226097
2016-06-24,1110,TmarTn,3254107,344444,682615783
2016-06-25,1693,TmarTn,3255217,337372,682960227
2016-06-26,1590,TmarTn,3256910,307096,683297599
2016-06-27,-45745,TmarTn,3258500,363344,683604695
2016-06-28,816,TmarTn,3212755,440152,683968039
2016-06-29,698,TmarTn,3213571,512526,684408191
2016-06-30,1158,TmarTn,3214269,329076,684920717
2016-07-01,1914,TmarTn,3215427,525567,685249793
2016-07-02,1148,TmarTn,3217341,245627,685775360
2016-07-03,-2652,TmarTn,3218489,380522,686020987
2016-07-04,-1034,TmarTn,3215837,29093,686401509
2016-07-05,-4473,TmarTn,3214803,442013,686430602
2016-07-06,-1371,TmarTn,3210330,477601,686872615
2016-07-07,-417,TmarTn,3208959,400943,687350216
2016-07-08,-361,TmarTn,3208542,329258,687751159
2016-07-09,-910,TmarTn,3208181,276724,688080417
2016-07-10,-1453,TmarTn,3207271,215990,688357141
2016-07-11,-479,TmarTn,3205818,0,688573131
2016-07-12,-292,TmarTn,3205339,961295,688573131
2016-07-13,-588,TmarTn,3205047,310829,689534426
2016-07-14,-224,TmarTn,3204459,339007,689845255
2016-07-15,-218,TmarTn,3204235,332372,690184262
2016-07-16,-406,TmarTn,3204017,204131,690516634
2016-07-17,244,TmarTn,3203611,314601,690720765
2016-07-18,450,TmarTn,3203855,0,691035366
2016-07-19,-256,TmarTn,3204305,474353,691035366
2016-07-20,-337,TmarTn,3204049,154908,691509719
2016-07-21,-157,TmarTn,3203712,351704,691664627
2016-07-22,-179,TmarTn,3203555,406193,692016331
2016-07-23,356,TmarTn,3203376,365095,692422524
2016-07-24,437,TmarTn,3203732,189363,692787619
2016-07-25,73,TmarTn,3204169,0,692976982
2016-07-26,-247,TmarTn,3204242,341463,692976982
2016-07-27,-351,TmarTn,3203995,244207,693318445
2016-07-28,82,TmarTn,3203644,341440,693562652
2016-07-29,-554,TmarTn,3203726,939429,693904092
2016-07-30,234,TmarTn,3203172,491107,694843521
2016-07-31,762,TmarTn,3203406,621933,695334628
2016-08-01,433,TmarTn,3204168,0,695956561
2016-08-02,-48,TmarTn,3204601,530037,695956561
2016-08-03,-21,TmarTn,3204553,299418,696486598
2016-08-04,352,TmarTn,3204532,370155,696786016
2016-08-05,72,TmarTn,3204884,322243,697156171
2016-08-06,166,TmarTn,3204956,177696,697478414
2016-06-16,21889,RiceLive,2230282,2427626,126706928
2016-06-17,17333,RiceLive,2252171,0,129134554
2016-06-18,20932,RiceLive,2269504,0,129134554
2016-06-19,18926,RiceLive,2290436,0,129134554
2016-06-20,18614,RiceLive,2309362,5667258,129134554
2016-06-21,20650,RiceLive,2327976,1113097,134801812
2016-06-22,24172,RiceLive,2348626,1106211,135914909
2016-06-23,20707,RiceLive,2372798,2151015,137021120
2016-06-24,15973,RiceLive,2393505,1772902,139172135
2016-06-25,14089,RiceLive,2409478,1241178,140945037
2016-06-26,16638,RiceLive,2423567,1014032,142186215
2016-06-27,12706,RiceLive,2440205,421529,143200247
2016-06-28,38563,RiceLive,2452911,998576,143621776
2016-06-29,24265,RiceLive,2491474,2475966,144620352
2016-06-30,14752,RiceLive,2515739,2023579,147096318
2016-07-01,13626,RiceLive,2530491,2081829,149119897
2016-07-02,13878,RiceLive,2544117,1060822,151201726
2016-07-03,19626,RiceLive,2557995,950538,152262548
2016-07-04,30134,RiceLive,2577621,857728,153213086
2016-07-05,34580,RiceLive,2607755,2698243,154070814
2016-07-06,26661,RiceLive,2642335,2601436,156769057
2016-07-07,35554,RiceLive,2668996,2333682,159370493
2016-07-08,41213,RiceLive,2704550,1847929,161704175
2016-07-09,34515,RiceLive,2745763,3561843,163552104
2016-07-10,29157,RiceLive,2780278,2819877,167113947
2016-07-11,43830,RiceLive,2809435,0,169933824
2016-07-12,40245,RiceLive,2853265,4438240,169933824
2016-07-13,34787,RiceLive,2893510,3225695,174372064
2016-07-14,23811,RiceLive,2928297,2644257,177597759
2016-07-15,19110,RiceLive,2952108,2002267,180242016
2016-07-16,27898,RiceLive,2971218,1526078,182244283
2016-07-17,29531,RiceLive,2999116,1385526,183770361
2016-07-18,25967,RiceLive,3028647,0,185155887
2016-07-19,19035,RiceLive,3054614,5531389,185155887
2016-07-20,25637,RiceLive,3073649,1670687,190687276
2016-07-21,31912,RiceLive,3099286,1341529,192357963
2016-07-22,23486,RiceLive,3131198,3558029,193699492
2016-07-23,19088,RiceLive,3154684,2527460,197257521
2016-07-24,39787,RiceLive,3173772,1818647,199784981
2016-07-25,35693,RiceLive,3213559,0,201603628
2016-07-26,24116,RiceLive,3249252,4290001,201603628
2016-07-27,34553,RiceLive,3273368,1811482,205893629
2016-07-28,33353,RiceLive,3307921,1435629,207705111
2016-07-29,24403,RiceLive,3341274,3538213,209140740
2016-07-30,22261,RiceLive,3365677,2182510,212678953
2016-07-31,19777,RiceLive,3387938,1563647,214861463
2016-08-01,15577,RiceLive,3407715,0,216425110
2016-08-02,26120,RiceLive,3423292,2626422,216425110
2016-08-03,29349,RiceLive,3449412,1164069,219051532
2016-08-04,18975,RiceLive,3478761,3472955,220215601
2016-08-05,14719,RiceLive,3497736,2024772,223688556
2016-08-06,14344,RiceLive,3512455,1305661,225713328
2016-08-07,18724,RiceLive,3526799,1046251,227018989
2016-08-08,15738,RiceLive,3545523,0,228065240
2016-08-09,14696,RiceLive,3561261,4764543,228065240
2016-08-10,19641,RiceLive,3575957,0,232829783
2016-08-11,23789,RiceLive,3595598,2388312,232829783
